;Arbeitslosigkeit;;;;;;;;
40616-SANDL;12;-2;-12,7%;19;1;6,5%;31;-1;-1,8%
40617-SANKT LEONHARD BEI FREISTADT;7;1;9,9%;8;-1;-5,6%;16;0;1,1%
40618-SANKT OSWALD BEI FREISTADT;27;1;5,1%;23;3;15,2%;51;4;9,5%
40619-SCHOENAU IM MUEHLKREIS;8;2;24,7%;14;-2;-11,4%;23;0;-0,7%
40620-TRAGWEIN;18;-2;-11,1%;21;-2;-6,7%;39;-4;-8,8%
40621-UNTERWEISZENBACH;11;-4;-25,0%;20;-2;-10,1%;31;-6;-15,9%
40622-UNTERWEITERSDORF;11;1;14,2%;11;-6;-35,3%;22;-5;-17,7%
40623-WALDBURG;8;2;25,7%;6;-4;-39,2%;14;-3;-15,1%
40624-WARTBERG OB DER AIST;22;-4;-15,9%;21;-3;-14,0%;43;-8;-15,0%
40625-WEITERSFELDEN;10;3;31,6%;10;0;0,0%;20;3;14,3%
40626-WINDHAAG BEI FREISTADT;7;-1;-10,5%;21;-1;-4,2%;28;-2;-5,8%
40627-BAD ZELL;14;0;1,2%;20;-1;-3,2%;34;-1;-1,4%
Gesamt;427;-12;-2,8%;543;-71;-11,5%;970;-83;-7,9%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Gmunden (mit ZWS) 404;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40701-ALTMUENSTER;55;-9;-14,4%;65;-10;-13,6%;120;-19;-14,0%
40702-BAD GOISERN;53;-4;-6,7%;61;7;12,4%;114;3;2,7%
40703-BAD ISCHL;111;-7;-6,1%;145;-13;-8,2%;256;-20;-7,3%
40704-EBENSEE;57;-7;-11,5%;80;-25;-23,6%;137;-32;-19,0%
40705-GMUNDEN;126;-9;-6,6%;168;-16;-8,4%;294;-24;-7,7%
40706-GOSAU;22;2;11,1%;10;-4;-28,4%;31;-2;-5,0%
40707-GRUENAU IM ALMTAL;16;0;1,6%;19;-6;-23,4%;35;-6;-13,8%
40708-GSCHWANDT;14;-5;-25,8%;17;0;-1,4%;31;-5;-13,9%
40709-HALLSTATT;7;-2;-20,7%;6;-2;-29,0%;13;-4;-24,5%
40710-KIRCHHAM;8;-3;-27,4%;14;0;-2,3%;22;-3;-13,2%
40711-LAAKIRCHEN;81;-3;-3,5%;108;-12;-10,0%;188;-15;-7,3%
40712-OBERTRAUN;4;-1;-19,3%;5;0;8,9%;9;-1;-5,3%
40713-OHLSDORF;32;-7;-17,3%;33;-7;-17,4%;65;-14;-17,3%
40714-PINSDORF;29;2;6,0%;37;-9;-20,1%;66;-8;-10,4%
40715-ROITHAM;12;2;21,0%;9;-1;-12,4%;21;1;3,6%
40716-SANKT KONRAD;4;0;10,6%;8;-2;-15,7%;12;-1;-8,0%
40717-SANKT WOLFGANG IM SALZKAMMERGUT;34;2;5,1%;26;1;2,7%;60;2;4,1%
40718-TRAUNKIRCHEN;15;-1;-5,9%;13;-4;-24,1%;27;-5;-15,4%
40719-SCHARNSTEIN;34;-6;-14,8%;44;-11;-19,2%;78;-16;-17,4%
40720-VORCHDORF;66;3;4,9%;80;-17;-17,1%;146;-14;-8,5%
Gesamt;778;-52;-6,3%;948;-130;-12,1%;1.726;-183;-9,6%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Grieskirchen 406;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40801-AISTERSHEIM;5;0;-4,5%;6;-4;-35,8%;12;-4;-24,6%
40802-BAD SCHALLERBACH;25;-6;-18,1%;37;-11;-22,9%;62;-17;-21,0%
40803-BRUCK-WAASEN;9;-2;-17,7%;16;-4;-21,0%;25;-6;-19,9%
40804-ESCHENAU IM HAUSRUCKKREIS;5;1;12,7%;11;-1;-10,7%;16;-1;-4,4%
40805-GALLSPACH;32;2;7,4%;48;0;-0,5%;80;2;2,5%
40806-GASPOLTSHOFEN;20;-2;-7,3%;37;3;9,3%;58;2;2,8%
40807-GEBOLTSKIRCHEN;12;0;0,7%;17;-1;-3,8%;28;-1;-2,0%
40808-GRIESKIRCHEN;39;-3;-6,3%;54;-11;-17,2%;93;-14;-13,0%
40809-HAAG AM HAUSRUCK;14;-5;-26,7%;17;-6;-26,2%;31;-11;-26,4%
40810-HEILIGENBERG;3;1;71,4%;4;-2;-28,8%;7;0;-4,6%
40811-HOFKIRCHEN AN DER TRATTNACH;9;-1;-11,7%;15;1;7,1%;25;0;-1,0%
40812-KALLHAM;17;-1;-3,8%;19;-6;-22,3%;36;-6;-14,6%
40813-KEMATEN AM INNBACH;10;-4;-26,4%;8;-3;-29,0%;18;-7;-27,6%
40814-MEGGENHOFEN;11;2;28,0%;9;-5;-34,8%;19;-2;-10,7%
40815-MICHAELNBACH;5;2;57,1%;8;-1;-14,7%;12;0;2,8%
40816-NATTERNBACH;16;1;6,7%;24;-6;-19,7%;40;-5;-10,9%
40817-NEUKIRCHEN AM WALDE;9;0;5,2%;19;-8;-29,6%;28;-8;-21,6%
40818-NEUMARKT IM HAUSRUCKKREIS;15;-1;-4,2%;22;0;1,5%;37;0;-0,9%
40819-PEUERBACH;17;5;47,1%;22;-3;-13,3%;39;2;5,7%
40820-POETTING;1;-1;-52,4%;3;1;31,0%;4;0;-4,0%
40821-POLLHAM;7;3;58,2%;7;1;10,8%;14;3;31,0%
40822-PRAM;11;-7;-38,7%;17;-3;-15,7%;29;-10;-26,5%
40823-ROTTENBACH;7;1;17,4%;7;-2;-25,9%;13;-1;-9,0%
40824-SANKT AGATHA;12;2;20,7%;14;-5;-27,2%;26;-3;-11,2%
40825-SANKT GEORGEN BEI GRIESKIRCHEN;6;0;-4,9%;5;1;26,0%;12;1;6,9%
40826-SANKT THOMAS;3;2;125,0%;2;-1;-37,5%;5;1;16,7%
40827-SCHLUESZLBERG;26;-5;-15,5%;29;-4;-11,2%;54;-8;-13,3%
40828-STEEGEN;8;3;83,7%;7;-2;-18,8%;14;2;15,9%
40829-TAUFKIRCHEN AN DER TRATTNACH;13;-2;-12,3%;13;-4;-20,9%;26;-5;-16,9%
40830-TOLLET;5;1;21,7%;5;-2;-27,3%;9;-1;-8,9%
40831-WAIZENKIRCHEN;23;-1;-3,5%;22;-7;-24,5%;46;-8;-15,1%
40832-WALLERN AN DER TRATTNACH;17;-3;-15,4%;17;-3;-16,2%;34;-6;-15,8%
40833-WEIBERN;7;-1;-16,5%;8;-5;-41,3%;15;-7;-31,4%
40834-WENDLING;3;-3;-52,8%;7;-2;-25,0%;10;-5;-36,1%
Gesamt;418;-20;-4,5%;556;-106;-16,0%;974;-125;-11,4%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Kirchdorf/Krems 407;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40901-EDLBACH;5;2;60,0%;4;0;-2,1%;9;2;26,4%
40902-GRUENBURG;37;2;4,5%;44;-6;-11,8%;80;-4;-5,0%
40903-HINTERSTODER;8;1;13,6%;6;-1;-15,4%;14;0;0,0%
40904-INZERSDORF IM KREMSTAL;12;3;33,0%;17;-2;-11,7%;29;1;2,4%
40905-KIRCHDORF AN DER KREMS;44;5;12,0%;52;-10;-16,6%;95;-6;-5,6%
40906-KLAUS AN DER PYHRNBAHN;6;-3;-33,3%;9;-3;-24,5%;16;-6;-28,4%
40907-KREMSMUENSTER;52;0;-0,8%;68;-13;-16,4%;120;-14;-10,3%
40908-MICHELDORF IN OBEROESTERREICH;59;3;4,5%;64;-17;-21,3%;122;-15;-10,8%
40909-MOLLN;24;-2;-9,1%;23;-5;-19,0%;47;-8;-14,2%
40910-NUSZBACH;14;1;6,8%;16;-3;-17,3%;30;-2;-7,4%
40911-OBERSCHLIERBACH;5;2;80,0%;4;0;4,5%;9;3;38,0%
40912-PETTENBACH;42;-1;-2,1%;49;-10;-16,9%;91;-11;-10,7%
40913-RIED IM TRAUNKREIS;17;-1;-6,0%;27;-3;-8,6%;44;-4;-7,6%
40914-ROSENAU AM HENGSTPASZ;7;0;1,3%;5;-3;-33,3%;12;-3;-17,6%
40915-ROSZLEITHEN;10;-7;-39,6%;15;-4;-20,2%;25;-10;-29,3%
40916-SANKT PANKRAZ;4;-1;-16,7%;4;0;-10,0%;8;-1;-13,5%
40917-SCHLIERBACH;20;-1;-2,8%;22;-6;-21,6%;42;-7;-13,7%
40918-SPITAL AM PYHRN;23;6;38,8%;22;-4;-14,0%;45;3;6,5%
40919-STEINBACH AM ZIEHBERG;3;-3;-53,4%;7;-1;-10,1%;10;-4;-29,6%
40920-STEINBACH AN DER STEYR;17;2;13,6%;18;-3;-15,3%;35;-1;-3,2%
40921-VORDERSTODER;5;-1;-19,0%;6;-1;-14,4%;12;-2;-16,6%
40922-WARTBERG AN DER KREMS;18;-2;-9,4%;23;-5;-19,1%;41;-7;-15,1%
40923-WINDISCHGARSTEN;16;-2;-12,6%;19;-2;-11,4%;35;-5;-11,9%
Gesamt;448;2;0,4%;522;-104;-16,5%;970;-102;-9,5%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Linz 409;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40101-LINZ;1.776;26;1,5%;2.563;-149;-5,5%;4.339;-123;-2,8%
41601-ALBERNDORF IN DER RIEDMARK;15;1;5,7%;18;5;37,4%;33;6;20,6%
41602-ALTENBERG BEI LINZ;13;-3;-19,9%;16;-7;-31,4%;29;-11;-26,6%
41603-BAD LEONFELDEN;19;2;13,9%;19;-3;-14,7%;38;-1;-2,4%
41604-EIDENBERG;5;-3;-38,3%;7;-2;-24,8%;12;-5;-30,9%
41605-ENGERWITZDORF;33;4;13,4%;33;-7;-17,2%;66;-3;-4,5%
41606-FELDKIRCHEN AN DER DONAU;22;-3;-13,5%;21;1;4,1%;43;-3;-5,7%
41607-GALLNEUKIRCHEN;24;-4;-13,7%;41;-1;-1,6%;65;-5;-6,5%
41608-GOLDWOERTH;2;-1;-39,4%;6;-1;-15,2%;7;-2;-22,3%
41609-GRAMASTETTEN;17;1;3,5%;15;-5;-25,6%;32;-4;-12,2%
41610-HAIBACH IM MUEHLKREIS;3;1;29,0%;4;0;-2,2%;7;1;10,5%
41611-HELLMONSOEDT;12;-2;-13,6%;11;-1;-6,9%;23;-3;-10,5%
41612-HERZOGSDORF;9;-2;-17,1%;11;-1;-10,5%;20;-3;-13,5%
41613-KIRCHSCHLAG BEI LINZ;9;0;-3,6%;10;1;8,0%;19;0;2,2%
41614-LICHTENBERG;7;-3;-27,0%;8;0;6,5%;15;-2;-12,1%
41615-OBERNEUKIRCHEN;9;-4;-31,0%;13;-4;-21,8%;22;-8;-25,8%
41616-OTTENSCHLAG IM MUEHLKREIS;3;2;105,9%;2;1;144,4%;5;3;119,2%
41617-OTTENSHEIM;20;-4;-15,4%;20;-2;-9,2%;40;-6;-12,5%
41618-PUCHENAU;19;0;-1,3%;17;-3;-13,5%;36;-3;-7,6%
41619-REICHENAU IM MUEHLKREIS;8;-1;-14,3%;9;0;1,0%;16;-1;-6,7%
41620-REICHENTHAL;8;2;32,4%;8;0;-2,0%;16;2;11,9%
41621-SANKT GOTTHARD IM MUEHLKREIS;5;-2;-27,3%;6;-2;-25,8%;11;-4;-26,5%
41622-SCHENKENFELDEN;3;-1;-17,8%;5;0;-6,6%;8;-1;-11,3%
41623-SONNBERG IM MUEHLKREIS;4;2;79,2%;3;1;45,8%;7;3;62,5%
41624-STEYREGG;26;3;12,1%;31;-4;-12,1%;56;-2;-2,6%
41625-VORDERWEISZENBACH;6;-1;-12,9%;8;-1;-13,3%;14;-2;-13,1%
41626-WALDING;15;-3;-16,3%;15;-2;-12,1%;30;-5;-14,2%
41627-ZWETTL AN DER RODL;8;-2;-17,6%;11;-1;-11,3%;19;-3;-14,1%
Gesamt;2.097;4;0,2%;2.930;-189;-6,1%;5.028;-185;-3,6%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Perg 411;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41101-ALLERHEILIGEN IM MUEHLKREIS;7;-2;-19,6%;9;-1;-12,8%;15;-3;-15,9%
41102-ARBING;10;-3;-20,3%;14;0;1,2%;24;-2;-9,0%
41103-BAUMGARTENBERG;10;1;11,8%;11;-2;-16,6%;21;-1;-4,9%
41104-DIMBACH;5;0;-7,6%;10;-3;-20,7%;15;-3;-16,6%
41105-GREIN;25;-1;-2,3%;27;-2;-5,9%;51;-2;-4,2%
41106-KATSDORF;17;-1;-5,6%;18;-4;-19,6%;35;-5;-13,3%
41107-KLAM;6;-2;-20,6%;7;-1;-16,0%;14;-3;-18,2%
41108-BAD KREUZEN;9;-2;-19,3%;20;1;4,9%;29;-1;-4,2%
41109-LANGENSTEIN;18;1;6,3%;25;-3;-11,3%;43;-2;-4,6%
41110-LUFTENBERG AN DER DONAU;27;2;5,8%;30;0;-1,4%;57;1;1,9%
41111-MAUTHAUSEN;49;-1;-1,3%;61;1;2,4%;110;1;0,7%
41112-MITTERKIRCHEN IM MACHLAND;14;1;9,4%;9;-2;-18,1%;23;-1;-3,8%
41113-MUENZBACH;8;-6;-42,5%;12;0;3,0%;19;-5;-21,8%
41114-NAARN IM MACHLANDE;27;-2;-5,5%;31;-6;-15,3%;58;-7;-11,0%
41115-PABNEUKIRCHEN;9;2;29,9%;11;-2;-11,6%;21;1;3,3%
41116-PERG;74;-1;-0,8%;89;-7;-6,9%;164;-7;-4,2%
41117-RECHBERG;4;-3;-40,0%;4;-4;-49,5%;8;-7;-45,6%
41118-RIED IN DER RIEDMARK;25;-6;-20,0%;29;-13;-29,9%;54;-19;-25,7%
41119-SANKT GEORGEN AM WALDE;10;-1;-8,1%;15;-3;-17,4%;25;-4;-13,9%
41120-SANKT GEORGEN AN DER GUSEN;24;4;20,3%;28;-1;-3,4%;53;3;6,2%
41121-SANKT NIKOLA AN DER DONAU;12;2;17,3%;12;1;4,5%;24;2;10,8%
41122-SANKT THOMAS AM BLASENSTEIN;4;1;30,3%;4;-2;-26,4%;8;-1;-8,6%
41123-SAXEN;11;2;24,5%;12;-3;-20,1%;24;-1;-3,4%
41124-SCHWERTBERG;44;-12;-21,5%;52;-17;-24,3%;96;-29;-23,0%
41125-WALDHAUSEN IM STRUDENGAU;19;-3;-13,8%;29;-6;-16,7%;48;-9;-15,6%
41126-WINDHAAG BEI PERG;7;0;0,0%;14;-2;-12,4%;20;-2;-8,6%
Gesamt;477;-27;-5,4%;583;-79;-12,0%;1.060;-107;-9,2%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2011      Region:  Ried 412;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41201-ANDRICHSFURT;6;1;28,3%;8;3;46,3%;15;4;37,8%
41202-ANTIESENHOFEN;13;-3;-17,1%;14;-8;-36,8%;27;-11;-28,9%
41203-AUROLZMUENSTER;25;-1;-5,0%;32;-4;-12,0%;57;-6;-9,1%
41204-EBERSCHWANG;22;-2;-9,3%;31;-9;-22,2%;53;-11;-17,4%
41205-EITZING;6;-2;-22,4%;7;-3;-32,2%;12;-5;-28,0%
41206-GEIERSBERG;2;-1;-43,6%;4;-1;-20,7%;6;-2;-29,9%
41207-GEINBERG;11;-2;-11,8%;15;0;0,0%;26;-2;-5,5%
41208-GURTEN;11;0;3,0%;15;-3;-16,2%;26;-3;-8,9%
41209-HOHENZELL;7;-2;-18,2%;15;-4;-21,9%;22;-6;-20,8%
41210-KIRCHDORF AM INN;4;-1;-23,3%;5;1;31,7%;8;0;-1,0%
41211-KIRCHHEIM IM INNKREIS;4;0;-5,5%;6;0;0,0%;10;0;-2,4%
