;Arbeitslosigkeit;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Eferding 402;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40501-ALKOVEN;31;0;-0,3%;34;-4;-11,0%;64;-4;-6,2%
40502-ASCHACH AN DER DONAU;17;-1;-3,3%;25;0;-1,3%;42;-1;-2,2%
40503-EFERDING;31;-4;-10,6%;50;2;5,1%;81;-1;-1,5%
40504-FRAHAM;12;0;-0,7%;12;-2;-13,8%;24;-2;-7,7%
40505-HAIBACH OB DER DONAU;7;1;16,9%;7;2;38,1%;14;3;26,9%
40506-HARTKIRCHEN;19;0;0,9%;25;-1;-3,5%;44;-1;-1,7%
40507-HINZENBACH;10;0;1,7%;13;-1;-3,6%;23;0;-1,4%
40508-PRAMBACHKIRCHEN;14;-3;-16,9%;22;-1;-3,3%;36;-4;-9,2%
40509-PUPPING;8;-1;-15,1%;14;3;32,0%;21;2;10,4%
40510-SANKT MARIENKIRCHEN AN DER POLSENZ;13;1;5,5%;12;1;5,0%;25;1;5,2%
40511-SCHARTEN;13;0;-1,3%;20;0;0,0%;33;0;-0,5%
40512-STROHEIM;7;1;23,9%;18;5;39,4%;25;6;34,7%
Gesamt;181;-6;-3,0%;253;5;1,9%;434;-1;-0,2%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Freistadt 403;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40601-FREISTADT;87;-16;-15,5%;102;-1;-1,3%;189;-17;-8,4%
40602-GRUENBACH;16;-1;-5,6%;15;-2;-9,0%;31;-2;-7,3%
40603-GUTAU;22;3;17,0%;20;0;0,0%;42;3;8,2%
40604-HAGENBERG IM MUEHLKREIS;17;0;0,5%;16;-3;-13,2%;33;-2;-6,8%
40605-HIRSCHBACH IM MUEHLKREIS;3;-3;-50,0%;5;-2;-25,3%;9;-5;-37,0%
40606-KALTENBERG;3;1;44,0%;7;0;-6,0%;10;1;5,5%
40607-KEFERMARKT;14;1;8,8%;13;0;1,3%;27;1;5,2%
40608-KOENIGSWIESEN;24;6;35,0%;25;-5;-16,8%;49;1;2,6%
40609-LASBERG;16;-7;-30,9%;20;2;13,6%;36;-5;-11,3%
40610-LEOPOLDSCHLAG;10;1;7,5%;13;2;17,5%;23;3;13,2%
40611-LIEBENAU;12;1;13,7%;13;-3;-17,9%;24;-1;-5,2%
40612-NEUMARKT IM MUEHLKREIS;20;-1;-4,0%;19;-5;-20,3%;39;-6;-12,7%
40613-PIERBACH;4;-3;-46,3%;11;-1;-7,7%;15;-4;-21,9%
40614-PREGARTEN;36;3;10,5%;30;-7;-18,7%;66;-4;-5,1%
40615-RAINBACH IM MUEHLKREIS;19;-2;-7,6%;27;-2;-8,1%;46;-4;-7,9%
40616-SANDL;14;-3;-16,2%;15;-3;-18,0%;29;-6;-17,1%
40617-SANKT LEONHARD BEI FREISTADT;8;-2;-18,7%;9;-2;-20,1%;18;-4;-19,5%
40618-SANKT OSWALD BEI FREISTADT;23;2;11,7%;23;-2;-6,1%;46;1;2,0%
40619-SCHOENAU IM MUEHLKREIS;11;3;40,7%;15;1;4,7%;26;4;17,2%
40620-TRAGWEIN;20;-4;-17,4%;16;-2;-11,3%;36;-6;-14,8%
40621-UNTERWEISZENBACH;15;0;1,7%;24;1;5,9%;39;2;4,3%
40622-UNTERWEITERSDORF;10;-2;-16,3%;11;0;-1,4%;22;-2;-9,1%
40623-WALDBURG;5;-7;-58,7%;8;0;5,7%;13;-6;-33,6%
40624-WARTBERG OB DER AIST;26;2;9,3%;20;-3;-11,2%;46;0;-0,9%
40625-WEITERSFELDEN;7;2;32,3%;6;-2;-19,4%;13;0;1,3%
40626-WINDHAAG BEI FREISTADT;8;0;-1,0%;22;-5;-18,7%;31;-5;-14,5%
40627-BAD ZELL;12;-2;-16,3%;17;-4;-18,5%;29;-6;-17,6%
Gesamt;461;-27;-5,4%;523;-46;-8,0%;983;-72;-6,8%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Gmunden (mit ZWS) 404;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40701-ALTMUENSTER;56;-5;-7,4%;67;3;5,4%;123;-1;-0,9%
40702-BAD GOISERN;61;-2;-3,0%;65;-5;-7,3%;126;-7;-5,3%
40703-BAD ISCHL;130;-17;-11,4%;178;-18;-9,4%;307;-35;-10,2%
40704-EBENSEE;76;-7;-8,9%;101;-2;-2,3%;177;-10;-5,2%
40705-GMUNDEN;138;-24;-14,5%;164;-22;-12,0%;302;-46;-13,2%
40706-GOSAU;23;-1;-3,9%;17;4;27,2%;39;3;7,3%
40707-GRUENAU IM ALMTAL;18;-1;-3,5%;19;2;13,7%;37;2;4,5%
40708-GSCHWANDT;17;1;7,8%;17;-1;-3,3%;35;1;2,0%
40709-HALLSTATT;7;-2;-23,6%;10;-1;-9,0%;17;-3;-15,6%
40710-KIRCHHAM;17;-2;-11,0%;18;-1;-5,8%;35;-3;-8,4%
40711-LAAKIRCHEN;80;-9;-10,1%;89;-4;-3,9%;169;-13;-6,9%
40712-OBERTRAUN;5;-3;-36,9%;5;0;9,8%;10;-3;-21,4%
40713-OHLSDORF;30;-2;-7,2%;25;-1;-4,7%;55;-4;-6,1%
40714-PINSDORF;38;3;7,3%;35;-2;-4,8%;73;1;1,2%
40715-ROITHAM;14;1;6,9%;11;-4;-24,1%;25;-3;-9,3%
40716-SANKT KONRAD;7;-1;-15,2%;10;-1;-8,1%;18;-2;-11,2%
40717-SANKT WOLFGANG IM SALZKAMMERGUT;34;-4;-10,7%;28;-6;-16,5%;62;-10;-13,4%
40718-TRAUNKIRCHEN;13;1;3,9%;12;-2;-14,6%;25;-2;-5,9%
40719-SCHARNSTEIN;43;3;6,1%;42;1;3,1%;85;4;4,6%
40720-VORCHDORF;66;2;3,5%;76;-7;-8,6%;143;-5;-3,3%
Gesamt;875;-70;-7,4%;990;-66;-6,2%;1.865;-136;-6,8%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Grieskirchen 406;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40801-AISTERSHEIM;6;0;0,0%;7;-1;-16,1%;12;-1;-9,4%
40802-BAD SCHALLERBACH;22;-4;-15,3%;29;-7;-19,7%;51;-11;-17,9%
40803-BRUCK-WAASEN;11;0;2,2%;17;0;-1,9%;29;0;-0,3%
40804-ESCHENAU IM HAUSRUCKKREIS;7;1;10,5%;10;-3;-20,6%;17;-2;-10,4%
40805-GALLSPACH;31;4;14,2%;44;-1;-2,6%;75;3;3,7%
40806-GASPOLTSHOFEN;27;1;2,3%;27;-7;-21,4%;54;-7;-11,3%
40807-GEBOLTSKIRCHEN;7;-5;-44,8%;11;1;8,8%;18;-5;-20,0%
40808-GRIESKIRCHEN;44;-7;-13,2%;58;-8;-11,6%;102;-14;-12,3%
40809-HAAG AM HAUSRUCK;19;0;-0,9%;21;0;2,1%;40;0;0,6%
40810-HEILIGENBERG;1;0;-16,7%;3;-2;-34,5%;4;-2;-30,1%
40811-HOFKIRCHEN AN DER TRATTNACH;8;-1;-8,3%;13;1;4,1%;21;0;-1,2%
40812-KALLHAM;15;-4;-19,8%;18;0;0,5%;33;-4;-9,7%
40813-KEMATEN AM INNBACH;11;2;17,4%;12;1;7,2%;24;3;11,8%
40814-MEGGENHOFEN;9;-1;-9,6%;5;-4;-46,7%;13;-5;-27,4%
40815-MICHAELNBACH;6;0;2,8%;7;-3;-31,0%;13;-3;-18,7%
40816-NATTERNBACH;16;-4;-20,0%;30;1;1,7%;46;-3;-6,9%
40817-NEUKIRCHEN AM WALDE;10;0;4,5%;26;-2;-6,0%;36;-1;-3,4%
40818-NEUMARKT IM HAUSRUCKKREIS;17;0;-2,0%;17;-2;-11,2%;33;-2;-6,8%
40819-PEUERBACH;17;-2;-11,3%;27;-1;-3,9%;44;-3;-6,9%
40820-POETTING;2;0;-12,1%;3;0;0,0%;5;0;-6,3%
40821-POLLHAM;4;0;0,0%;2;-1;-23,7%;6;-1;-11,0%
40822-PRAM;11;-1;-10,0%;16;0;2,1%;28;-1;-3,2%
40823-ROTTENBACH;7;-2;-21,9%;7;-2;-18,4%;14;-4;-20,2%
40824-SANKT AGATHA;13;-1;-9,8%;15;-4;-21,9%;28;-6;-16,7%
40825-SANKT GEORGEN BEI GRIESKIRCHEN;5;-2;-23,8%;6;-1;-7,7%;11;-2;-16,0%
40826-SANKT THOMAS;2;0;-14,7%;3;1;25,0%;5;0;3,2%
40827-SCHLUESZLBERG;25;-3;-10,6%;27;-4;-13,9%;51;-7;-12,4%
40828-STEEGEN;2;-1;-34,1%;9;0;2,9%;11;-1;-7,6%
40829-TAUFKIRCHEN AN DER TRATTNACH;12;-1;-9,1%;16;1;6,5%;29;0;-0,9%
40830-TOLLET;4;0;6,8%;3;1;18,2%;7;1;11,7%
40831-WAIZENKIRCHEN;23;0;1,5%;27;-1;-2,4%;50;0;-0,7%
40832-WALLERN AN DER TRATTNACH;20;-1;-6,3%;22;3;14,8%;42;2;3,7%
40833-WEIBERN;9;2;24,7%;10;-4;-29,0%;19;-2;-10,5%
40834-WENDLING;4;-2;-28,2%;4;-2;-34,6%;9;-4;-31,5%
Gesamt;426;-33;-7,3%;553;-51;-8,5%;979;-85;-8,0%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Kirchdorf/Krems 407;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40901-EDLBACH;2;-2;-46,9%;3;0;0,0%;5;-2;-26,4%
40902-GRUENBURG;29;-5;-14,1%;34;-9;-21,0%;63;-14;-18,0%
40903-HINTERSTODER;7;-2;-23,5%;6;-3;-30,7%;13;-5;-26,9%
40904-INZERSDORF IM KREMSTAL;10;-3;-21,8%;10;-2;-19,0%;20;-5;-20,3%
40905-KIRCHDORF AN DER KREMS;36;-11;-23,8%;33;-10;-23,4%;68;-21;-23,6%
40906-KLAUS AN DER PYHRNBAHN;7;-1;-9,7%;10;0;-1,6%;17;-1;-5,0%
40907-KREMSMUENSTER;46;-10;-18,1%;53;-3;-5,0%;99;-13;-11,6%
40908-MICHELDORF IN OBEROESTERREICH;40;-7;-15,2%;50;-10;-16,1%;91;-17;-15,7%
40909-MOLLN;22;-3;-13,2%;24;-2;-7,8%;46;-5;-10,5%
40910-NUSZBACH;14;-1;-8,6%;10;-5;-34,6%;24;-7;-21,7%
40911-OBERSCHLIERBACH;3;2;105,9%;2;-1;-34,1%;5;0;4,9%
40912-PETTENBACH;38;0;-0,2%;50;-2;-4,6%;88;-3;-2,8%
40913-RIED IM TRAUNKREIS;19;0;-2,2%;23;-1;-5,2%;41;-2;-3,9%
40914-ROSENAU AM HENGSTPASZ;7;2;30,0%;9;3;49,3%;15;4;40,3%
40915-ROSZLEITHEN;14;-3;-20,1%;10;-1;-4,7%;24;-4;-14,2%
40916-SANKT PANKRAZ;3;0;0,0%;3;0;5,3%;6;0;2,9%
40917-SCHLIERBACH;19;-4;-18,7%;21;-2;-8,5%;40;-6;-13,5%
40918-SPITAL AM PYHRN;18;1;3,4%;18;-3;-13,1%;36;-2;-5,5%
40919-STEINBACH AM ZIEHBERG;4;1;37,8%;3;-1;-33,3%;7;0;-2,4%
40920-STEINBACH AN DER STEYR;13;0;-1,2%;15;-1;-8,8%;28;-2;-5,4%
40921-VORDERSTODER;6;-1;-11,0%;6;0;4,4%;12;-1;-4,0%
40922-WARTBERG AN DER KREMS;18;-4;-18,0%;24;-3;-12,4%;42;-7;-14,9%
40923-WINDISCHGARSTEN;23;2;11,2%;22;-9;-28,4%;45;-6;-12,3%
Gesamt;396;-52;-11,5%;439;-66;-13,0%;835;-117;-12,3%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Linz 409;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
40101-LINZ;1.519;-233;-13,3%;2.263;-384;-14,5%;3.783;-617;-14,0%
41601-ALBERNDORF IN DER RIEDMARK;8;-4;-34,7%;14;-4;-22,1%;22;-8;-27,2%
41602-ALTENBERG BEI LINZ;15;-3;-17,9%;18;-3;-12,7%;33;-6;-15,2%
41603-BAD LEONFELDEN;16;-4;-20,1%;21;-3;-10,9%;36;-6;-15,1%
41604-EIDENBERG;4;-1;-19,4%;7;0;0,0%;11;-1;-8,2%
41605-ENGERWITZDORF;31;0;-1,1%;27;-6;-18,7%;57;-6;-10,1%
41606-FELDKIRCHEN AN DER DONAU;22;-2;-8,8%;24;-2;-8,2%;46;-4;-8,5%
41607-GALLNEUKIRCHEN;36;-2;-6,0%;41;-12;-22,2%;77;-14;-15,3%
41608-GOLDWOERTH;4;0;4,2%;4;-1;-17,5%;9;-1;-8,1%
41609-GRAMASTETTEN;13;1;7,6%;15;-1;-7,7%;28;0;-1,2%
41610-HAIBACH IM MUEHLKREIS;4;-1;-14,3%;4;1;22,9%;7;0;1,2%
41611-HELLMONSOEDT;11;0;0,0%;11;-1;-5,0%;22;-1;-2,6%
41612-HERZOGSDORF;8;0;1,0%;10;-1;-11,3%;19;-1;-6,3%
41613-KIRCHSCHLAG BEI LINZ;8;1;15,0%;5;0;-7,1%;13;1;4,7%
41614-LICHTENBERG;5;0;3,8%;4;-1;-20,0%;9;-1;-9,3%
41615-OBERNEUKIRCHEN;11;-2;-13,5%;14;-7;-32,4%;25;-8;-24,9%
41616-OTTENSCHLAG IM MUEHLKREIS;1;1;/0;1;0;-7,1%;2;1;85,7%
41617-OTTENSHEIM;19;1;2,7%;21;-4;-17,7%;40;-4;-9,0%
41618-PUCHENAU;15;2;14,9%;12;-1;-9,7%;26;1;2,6%
41619-REICHENAU IM MUEHLKREIS;6;-1;-7,3%;6;-1;-18,2%;12;-2;-12,9%
41620-REICHENTHAL;5;-2;-27,1%;7;-2;-20,4%;12;-4;-23,3%
41621-SANKT GOTTHARD IM MUEHLKREIS;4;0;-5,6%;6;0;-3,9%;10;-1;-4,6%
41622-SCHENKENFELDEN;5;1;20,0%;7;1;18,1%;12;2;18,9%
41623-SONNBERG IM MUEHLKREIS;2;1;72,7%;2;-1;-20,7%;4;0;5,0%
41624-STEYREGG;15;-3;-14,4%;27;0;0,6%;42;-2;-5,5%
41625-VORDERWEISZENBACH;4;-1;-17,5%;9;-2;-20,8%;13;-3;-19,8%
41626-WALDING;17;-3;-14,0%;14;-3;-16,8%;31;-6;-15,3%
41627-ZWETTL AN DER RODL;7;-4;-36,6%;10;-1;-4,8%;17;-4;-20,5%
Gesamt;1.816;-258;-12,5%;2.603;-440;-14,5%;4.419;-699;-13,7%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Perg 411;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41101-ALLERHEILIGEN IM MUEHLKREIS;8;-1;-12,4%;4;-1;-13,6%;12;-2;-12,8%
41102-ARBING;6;-1;-13,6%;9;-1;-7,0%;15;-2;-9,9%
41103-BAUMGARTENBERG;11;-1;-4,4%;7;-4;-33,9%;18;-4;-18,6%
41104-DIMBACH;4;-1;-23,2%;10;2;26,7%;13;1;7,5%
41105-GREIN;24;-1;-3,7%;29;3;10,7%;52;2;3,6%
41106-KATSDORF;17;-4;-17,5%;16;1;3,9%;32;-3;-8,5%
41107-KLAM;11;0;4,1%;7;-3;-31,9%;17;-3;-13,4%
41108-BAD KREUZEN;11;3;32,7%;17;-2;-8,0%;28;1;4,3%
41109-LANGENSTEIN;19;3;14,8%;25;-8;-24,1%;44;-5;-10,8%
41110-LUFTENBERG AN DER DONAU;27;3;12,5%;29;3;13,0%;56;6;12,8%
41111-MAUTHAUSEN;42;8;24,3%;53;-9;-14,0%;95;0;-0,3%
41112-MITTERKIRCHEN IM MACHLAND;14;-1;-5,1%;11;-2;-16,1%;25;-3;-10,3%
41113-MUENZBACH;8;2;23,1%;13;-3;-16,9%;21;-1;-5,2%
41114-NAARN IM MACHLANDE;29;6;23,2%;24;-1;-5,0%;53;4;8,7%
41115-PABNEUKIRCHEN;8;2;31,4%;10;-3;-20,8%;18;-1;-4,5%
41116-PERG;67;1;1,6%;84;-1;-1,2%;151;0;0,1%
41117-RECHBERG;7;3;53,6%;5;1;14,3%;12;3;35,2%
41118-RIED IN DER RIEDMARK;26;-3;-9,4%;25;-1;-2,9%;51;-3;-6,3%
41119-SANKT GEORGEN AM WALDE;12;3;34,6%;19;5;37,7%;30;8;36,5%
41120-SANKT GEORGEN AN DER GUSEN;26;0;1,0%;27;-7;-21,4%;53;-7;-11,9%
41121-SANKT NIKOLA AN DER DONAU;8;-1;-7,3%;11;1;5,4%;20;0;-0,4%
41122-SANKT THOMAS AM BLASENSTEIN;5;0;-3,3%;5;-1;-9,4%;10;-1;-6,5%
41123-SAXEN;12;-1;-3,9%;14;2;20,7%;26;2;7,7%
41124-SCHWERTBERG;41;-5;-10,5%;57;0;0,3%;98;-5;-4,5%
41125-WALDHAUSEN IM STRUDENGAU;22;-4;-14,0%;27;2;6,1%;50;-2;-3,9%
41126-WINDHAAG BEI PERG;9;3;49,3%;12;0;0,7%;21;3;17,0%
Gesamt;472;14;3,1%;547;-25;-4,4%;1.019;-11;-1,1%
Es werden die aktuellen Gemeindebezeichnungen verwendet.;;;;;;;;;
ACHTUNG: Rundungsdifferenzen bei Durchschnittswerten möglich!;;;;;;;;;
AL200 / Würfel: amb/wal200;1;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;Arbeitslosigkeit;;;;;;;;
Arbeitslose nach Gemeinden;;;;;;;;;
Datum:  2006      Region:  Ried 412;;;;;;;;;
Bestand arbeitsloser Personen zum Stichtag;;;;;;;;;
;;;;;;;;;
;Frauen;;;Männer;;;Gesamt;;
;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %;Bestand;Veränderung zum VJ absolut;Veränderung zum VJ in %
41201-ANDRICHSFURT;6;0;4,2%;8;0;3,4%;14;1;3,8%
41202-ANTIESENHOFEN;14;0;-0,6%;21;-3;-12,0%;36;-3;-7,8%
41203-AUROLZMUENSTER;33;-4;-10,5%;35;-5;-12,6%;68;-9;-11,6%
41204-EBERSCHWANG;24;-1;-4,1%;32;4;16,1%;56;3;6,6%
41205-EITZING;3;1;35,7%;5;-1;-17,8%;8;0;-3,0%
41206-GEIERSBERG;4;1;12,8%;6;-2;-23,7%;10;-1;-11,4%
41207-GEINBERG;9;-2;-16,9%;11;-2;-17,8%;20;-4;-17,4%
41208-GURTEN;9;-4;-28,5%;11;-3;-21,7%;20;-7;-25,0%
41209-HOHENZELL;10;-1;-4,9%;13;-2;-13,4%;23;-3;-10,0%
41210-KIRCHDORF AM INN;3;-1;-20,5%;3;-2;-34,5%;6;-2;-28,4%
41211-KIRCHHEIM IM INNKREIS;4;0;4,9%;7;-1;-15,8%;11;-1;-9,9%
41212-LAMBRECHTEN;10;1;14,7%;14;1;9,4%;23;2;11,6%
41213-LOHNSBURG AM KOBERNAUSZERWALD;16;-3;-16,4%;21;-5;-17,8%;37;-8;-17,2%
